"real_776","234059","0.75"
"real_2894","212602","1.0"
"real_643","233556","1.0"
"real_207","178211","1.0"
"real_510","225309","0.75"
"real_2458","220407","0.8730769230769231"
"real_1562","213613","1.0"
"real_3657","200949","0.8250000000000001"
"real_1696","235942","0.75"
"real_1563","197981","0.9500000000000001"
"real_1127","244751","0.8833333333333333"
"real_3524","216325","1.0"
"real_2760","235041","0.92"
"real_4191","193482","0.9846153846153847"
"real_206","212643","0.75"
"real_2895","233738","0.88"
"real_775","199904","0.75"
"real_642","201858","0.8"
"real_339","239258","0.75"
"real_2459","186395","0.9230769230769231"
"real_1564","233725","1.0"
"real_1431","203815","1.0"
"real_3523","189324","0.8500000000000001"
"real_3656","227927","0.8250000000000001"
"real_2761","204105","0.92"
"real_2630","202166","0.8071428571428572"
"real_2896","220132","0.8"
"real_778","226259","0.9500000000000001"
"real_512","234986","0.9571428571428572"
"real_645","152999","1.0"
"real_209","241538","1.0"
"real_1432","112365","1.0"
"real_3526","226093","0.7595238095238095"
"real_3659","183394","0.8250000000000001"
"real_1698","234102","1.0"
"real_1565","169808","1.0"
"real_1129","224189","0.75"
"real_4060","204082","0.7318181818181818"
"real_4193","240584","1.0"
"real_644","193361","0.75"
"real_2764","237631","0.87"
"real_2897","245520","1.0"
"real_2631","193041","0.8"
"real_2328","229683","0.8933333333333333"
"real_511","210366","0.7710526315789474"
"real_777","223010","1.0"
"real_3960","242614","0.75"
"real_3525","201118","0.75"
"real_3658","137677","0.8250000000000001"
"real_1566","216860","0.8"
"real_1300","246246","1.0"
"real_1699","186589","0.75"
"real_2632","231747","0.8071428571428572"
"real_514","152211","0.9571428571428572"
"real_2765","201041","0.92"
"real_950","205386","0.8214285714285714"
"real_647","232938","0.75"
"real_1301","221860","0.7653846153846153"
"real_4195","223813","0.8461538461538463"
"real_1434","190276","1.0"
"real_3528","202697","1.0"
"real_1567","158800","1.0"
"real_4062","198118","1.0"
"real_513","239970","0.9571428571428572"
"real_2500","177896","0.9333333333333333"
"real_2633","201510","0.8571428571428572"
