"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] PlayerNameComparatorJaccard record1Value","[0] PlayerNameComparatorJaccard record2Value","[0] PlayerNameComparatorJaccard record1PreprocessedValue","[0] PlayerNameComparatorJaccard record2PreprocessedValue","[0] PlayerNameComparatorJaccard similarity","[0] PlayerNameComparatorJaccard postproccesedSimilarity","[1] PlayerNameComparatorJaccardTokenizer record1Value","[1] PlayerNameComparatorJaccardTokenizer record2Value","[1] PlayerNameComparatorJaccardTokenizer record1PreprocessedValue","[1] PlayerNameComparatorJaccardTokenizer record2PreprocessedValue","[1] PlayerNameComparatorJaccardTokenizer similarity","[1] PlayerNameComparatorJaccardTokenizer postproccesedSimilarity","[2] PlayerClubComparatorJaccard record1Value","[2] PlayerClubComparatorJaccard record2Value","[2] PlayerClubComparatorJaccard record1PreprocessedValue","[2] PlayerClubComparatorJaccard record2PreprocessedValue","[2] PlayerClubComparatorJaccard similarity","[2] PlayerClubComparatorJaccard postproccesedSimilarity","[3] PlayerNationalityComparatorJaccard record1Value","[3] PlayerNationalityComparatorJaccard record2Value","[3] PlayerNationalityComparatorJaccard record1PreprocessedValue","[3] PlayerNationalityComparatorJaccard record2PreprocessedValue","[3] PlayerNationalityComparatorJaccard similarity","[3] PlayerNationalityComparatorJaccard postproccesedSimilarity","[4] PlayerBirthDateComparatorEqual record1Value","[4] PlayerBirthDateComparatorEqual record2Value","[4] PlayerBirthDateComparatorEqual record1PreprocessedValue","[4] PlayerBirthDateComparatorEqual record2PreprocessedValue","[4] PlayerBirthDateComparatorEqual similarity","[4] PlayerBirthDateComparatorEqual postproccesedSimilarity"
"WekaMatchingRule","real_2908","prediction_9306","0.13780977864927088",,"Alvaro Aguado","Pedro Bigas","Alvaro Aguado","Pedro Bigas","0.0","0.0","Alvaro Aguado","Pedro Bigas","Alvaro Aguado","Pedro Bigas","0.0","0.0","Real Valladolid","SDEibar","Real Valladolid","SDEibar","0.0","0.0","Spain","Spain","Spain","Spain","1.0","1.0","1996-05-01","1990-05-15","1996-05-01","1990-05-15","0.0","0.0"
"WekaMatchingRule","real_2908","prediction_9305","0.13780977864927088",,"Alvaro Aguado","Iván Ramis","Alvaro Aguado","Iván Ramis","0.0","0.0","Alvaro Aguado","Iván Ramis","Alvaro Aguado","Iván Ramis","0.0","0.0","Real Valladolid","SDEibar","Real Valladolid","SDEibar","0.0","0.0","Spain","Spain","Spain","Spain","1.0","1.0","1996-05-01","1984-10-25","1996-05-01","1984-10-25","0.0","0.0"
"WekaMatchingRule","real_2137","prediction_1577","0.13780977864927088",,"Ayoze Perez","Alberto Lora","Ayoze Perez","Alberto Lora","0.0","0.0","Ayoze Perez","Alberto Lora","Ayoze Perez","Alberto Lora","0.0","0.0","Leicester","OmoniaNikosia","Leicester","OmoniaNikosia","0.0","0.0","Spain","Spain","Spain","Spain","1.0","1.0","1993-07-29","1987-03-25","1993-07-29","1987-03-25","0.0","0.0"
"WekaMatchingRule","real_2106","prediction_9855","0.15204769902131668",,"Andrea Rispoli","Mirco Antenucci","Andrea Rispoli","Mirco Antenucci","0.045454545454545456","0.045454545454545456","Andrea Rispoli","Mirco Antenucci","Andrea Rispoli","Mirco Antenucci","0.0","0.0","Lecce","SPAL","Lecce","SPAL","0.0","0.0","Italy","Italy","Italy","Italy","1.0","1.0","1988-09-29","1984-09-08","1988-09-29","1984-09-08","0.0","0.0"
"WekaMatchingRule","real_2106","prediction_9856","0.13780977864927088",,"Andrea Rispoli","Alberto Paloschi","Andrea Rispoli","Alberto Paloschi","0.0","0.0","Andrea Rispoli","Alberto Paloschi","Andrea Rispoli","Alberto Paloschi","0.0","0.0","Lecce","SPAL","Lecce","SPAL","0.0","0.0","Italy","Italy","Italy","Italy","1.0","1.0","1988-09-29","1990-01-04","1988-09-29","1990-01-04","0.0","0.0"
"WekaMatchingRule","real_1616","prediction_6044","0.13780977864927088",,"Milan Badelj","Nikola Katic","Milan Badelj","Nikola Katic","0.0","0.0","Milan Badelj","Nikola Katic","Milan Badelj","Nikola Katic","0.0","0.0","Fiorentina","Rangers","Fiorentina","Rangers","0.0","0.0","Croatia","Croatia","Croatia","Croatia","1.0","1.0","1989-02-25","1996-10-10","1989-02-25","1996-10-10","0.0","0.0"
"WekaMatchingRule","real_630","prediction_10023","0.13780977864927088",,"Gabriele Corbo","Francesco Magnanelli","Gabriele Corbo","Francesco Magnanelli","0.0","0.0","Gabriele Corbo","Francesco Magnanelli","Gabriele Corbo","Francesco Magnanelli","0.0","0.0","Bologna","Sassuolo","Bologna","Sassuolo","0.0","0.0","Italy","Italy","Italy","Italy","1.0","1.0","2000-01-11","1984-11-12","2000-01-11","1984-11-12","0.0","0.0"
"WekaMatchingRule","real_1341","prediction_2031","0.13780977864927088",,"Jean-Clair Todibo","Ismaël Aaneba","Jean-Clair Todibo","Ismaël Aaneba","0.0","0.0","Jean-Clair Todibo","Ismaël Aaneba","Jean-Clair Todibo","Ismaël Aaneba","0.0","0.0","FC Barcelona","R.Strasbourg","FC Barcelona","R.Strasbourg","0.0","0.0","France","France","France","France","1.0","1.0","1999-12-30","1999-05-29","1999-12-30","1999-05-29","0.0","0.0"
"WekaMatchingRule","real_3898","prediction_6344","0.13780977864927088",,"Florian Grillitsch","Marvin Potzmann","Florian Grillitsch","Marvin Potzmann","0.0","0.0","Florian Grillitsch","Marvin Potzmann","Florian Grillitsch","Marvin Potzmann","0.0","0.0","TSG Hoffenheim","RapidVienna","TSG Hoffenheim","RapidVienna","0.0","0.0","Austria","Austria","Austria","Austria","1.0","1.0","1995-08-07","1993-12-07","1995-08-07","1993-12-07","0.0","0.0"
"WekaMatchingRule","real_4063","prediction_2720","0.13780977864927088",,"Kevin Mbabu","Davide Mariani","Kevin Mbabu","Davide Mariani","0.0","0.0","Kevin Mbabu","Davide Mariani","Kevin Mbabu","Davide Mariani","0.0","0.0","VfL Wolfsburg","LevskiSofia","VfL Wolfsburg","LevskiSofia","0.0","0.0","Switzerland","Switzerland","Switzerland","Switzerland","1.0","1.0","1995-04-19","1991-05-19","1995-04-19","1991-05-19","0.0","0.0"
"WekaMatchingRule","real_1306","prediction_975","0.13780977864927088",,"Florian Niederlechner","Marcel Sobottka","Florian Niederlechner","Marcel Sobottka","0.0","0.0","Florian Niederlechner","Marcel Sobottka","Florian Niederlechner","Marcel Sobottka","0.0","0.0","FC Augsburg","F.Düsseldorf","FC Augsburg","F.Düsseldorf","0.0","0.0","Germany","Germany","Germany","Germany","1.0","1.0","1990-10-24","1994-04-25","1990-10-24","1994-04-25","0.0","0.0"
"WekaMatchingRule","real_4179","prediction_5353","0.01711354581150946",,"Kgaogelo Sekgota","Keaghan Jacobs","Kgaogelo Sekgota","Keaghan Jacobs","0.0","0.0","Kgaogelo Sekgota","Keaghan Jacobs","Kgaogelo Sekgota","Keaghan Jacobs","0.0","0.0","Vitoria Setubal","LivingstonFC","Vitoria Setubal","LivingstonFC","0.0","0.0","South Africa","SouthAfrica","South Africa","SouthAfrica","0.0","0.0","1997-06-22","1989-09-09","1997-06-22","1989-09-09","0.0","0.0"
"WekaMatchingRule","real_2774","prediction_6643","0.13780977864927088",,"Youssouf Fofana","Damien Marcq","Youssouf Fofana","Damien Marcq","0.0","0.0","Youssouf Fofana","Damien Marcq","Youssouf Fofana","Damien Marcq","0.0","0.0","R. Strasbourg","ZulteWaregem","R. Strasbourg","ZulteWaregem","0.0","0.0","France","France","France","France","1.0","1.0","1999-01-10","1988-12-08","1999-01-10","1988-12-08","0.0","0.0"
"WekaMatchingRule","real_4379","prediction_7987","0.13780977864927088",,"Yordan Osorio","Wílker Ángel","Yordan Osorio","Wílker Ángel","0.0","0.0","Yordan Osorio","Wílker Ángel","Yordan Osorio","Wílker Ángel","0.0","0.0","Zenit S-Pb","AkhmatGrozny","Zenit S-Pb","AkhmatGrozny","0.0","0.0","Venezuela","Venezuela","Venezuela","Venezuela","1.0","1.0","1994-05-10","1993-03-18","1994-05-10","1993-03-18","0.0","0.0"
"WekaMatchingRule","real_1769","prediction_9566","0.13780977864927088",,"Angel Montoro","Unai Bustinza","Angel Montoro","Unai Bustinza","0.0","0.0","Angel Montoro","Unai Bustinza","Angel Montoro","Unai Bustinza","0.0","0.0","Granada CF","CDLeganés","Granada CF","CDLeganés","0.0","0.0","Spain","Spain","Spain","Spain","1.0","1.0","1988-06-25","1992-02-02","1988-06-25","1992-02-02","0.0","0.0"
"WekaMatchingRule","real_2141","prediction_6259","0.13780977864927088",,"Christian Fuchs","Manuel Haas","Christian Fuchs","Manuel Haas","0.0","0.0","Christian Fuchs","Manuel Haas","Christian Fuchs","Manuel Haas","0.0","0.0","Leicester","SKNSt.Pölten","Leicester","SKNSt.Pölten","0.0","0.0","Austria","Austria","Austria","Austria","1.0","1.0","1986-04-07","1996-05-07","1986-04-07","1996-05-07","0.0","0.0"
"WekaMatchingRule","real_658","prediction_3310","0.32585319584457434",,"Lukasz Piszczek","Filip Piszczek","Lukasz Piszczek","Filip Piszczek","0.4375","0.4375","Lukasz Piszczek","Filip Piszczek","Lukasz Piszczek","Filip Piszczek","0.3333333333333333","0.3333333333333333","Bor. Dortmund","CracoviaKraków","Bor. Dortmund","CracoviaKraków","0.0","0.0","Poland","Poland","Poland","Poland","1.0","1.0","1985-06-03","1995-05-26","1985-06-03","1995-05-26","0.0","0.0"
"WekaMatchingRule","real_282","prediction_697","0.13780977864927088",,"Luis Rioja","Kepa","Luis Rioja","Kepa","0.0","0.0","Luis Rioja","Kepa","Luis Rioja","Kepa","0.0","0.0","Alaves","Chelsea","Alaves","Chelsea","0.0","0.0","Spain","Spain","Spain","Spain","1.0","1.0","1993-10-16","1994-10-03","1993-10-16","1994-10-03","0.0","0.0"
"WekaMatchingRule","real_3330","prediction_9662","0.15027744337083487",,"Philipp Lienhart","Maximilian Wöber","Philipp Lienhart","Maximilian Wöber","0.04","0.04","Philipp Lienhart","Maximilian Wöber","Philipp Lienhart","Maximilian Wöber","0.0","0.0","SC Freiburg","SevillaFC","SC Freiburg","SevillaFC","0.0","0.0","Austria","Austria","Austria","Austria","1.0","1.0","1996-07-11","1998-02-04","1996-07-11","1998-02-04","0.0","0.0"
"WekaMatchingRule","real_864","prediction_1106","0.13780977864927088",,"Alessandro Deiola","Vincenzo Grifo","Alessandro Deiola","Vincenzo Grifo","0.0","0.0","Alessandro Deiola","Vincenzo Grifo","Alessandro Deiola","Vincenzo Grifo","0.0","0.0","Cagliari Calcio","SCFreiburg","Cagliari Calcio","SCFreiburg","0.0","0.0","Italy","Italy","Italy","Italy","1.0","1.0","1995-08-01","1993-04-07","1995-08-01","1993-04-07","0.0","0.0"
"WekaMatchingRule","real_2977","prediction_2266","0.13780977864927088",,"Nikola Jambor","Bruno Goda","Nikola Jambor","Bruno Goda","0.0","0.0","Nikola Jambor","Bruno Goda","Nikola Jambor","Bruno Goda","0.0","0.0","Rio Ave FC","SlavenBelupo","Rio Ave FC","SlavenBelupo","0.0","0.0","Croatia","Croatia","Croatia","Croatia","1.0","1.0","1995-09-25","1998-04-17","1995-09-25","1998-04-17","0.0","0.0"
"WekaMatchingRule","real_1519","prediction_8366","0.13780977864927088",,"Calvin Verdonk","Stephen Warmolts","Calvin Verdonk","Stephen Warmolts","0.0","0.0","Calvin Verdonk","Stephen Warmolts","Calvin Verdonk","Stephen Warmolts","0.0","0.0","FC Twente","FCEmmen","FC Twente","FCEmmen","0.0","0.0","Netherlands","Netherlands","Netherlands","Netherlands","1.0","1.0","1997-04-26","1994-04-10","1997-04-26","1994-04-10","0.0","0.0"
"WekaMatchingRule","real_2977","prediction_2267","0.13780977864927088",,"Nikola Jambor","Ante Vrljicak","Nikola Jambor","Ante Vrljicak","0.0","0.0","Nikola Jambor","Ante Vrljicak","Nikola Jambor","Ante Vrljicak","0.0","0.0","Rio Ave FC","SlavenBelupo","Rio Ave FC","SlavenBelupo","0.0","0.0","Croatia","Croatia","Croatia","Croatia","1.0","1.0","1995-09-25","1997-04-26","1995-09-25","1997-04-26","0.0","0.0"
"WekaMatchingRule","real_1519","prediction_8367","0.13780977864927088",,"Calvin Verdonk","Nick Bakker","Calvin Verdonk","Nick Bakker","0.0","0.0","Calvin Verdonk","Nick Bakker","Calvin Verdonk","Nick Bakker","0.0","0.0","FC Twente","FCEmmen","FC Twente","FCEmmen","0.0","0.0","Netherlands","Netherlands","Netherlands","Netherlands","1.0","1.0","1997-04-26","1992-07-21","1997-04-26","1992-07-21","0.0","0.0"
"WekaMatchingRule","real_1280","prediction_429","0.13780977864927088",,"Josh Tymon","Angus Gunn","Josh Tymon","Angus Gunn","0.0","0.0","Josh Tymon","Angus Gunn","Josh Tymon","Angus Gunn","0.0","0.0","Famalicao","Southampton","Famalicao","Southampton","0.0","0.0","England","England","England","England","1.0","1.0","1999-05-22","1996-01-22","1999-05-22","1996-01-22","0.0","0.0"
"WekaMatchingRule","real_4154","prediction_679","0.13780977864927088",,"Patrick Vroegh","Marco vanGinkel","Patrick Vroegh","Marco vanGinkel","0.0","0.0","Patrick Vroegh","Marco vanGinkel","Patrick Vroegh","Marco vanGinkel","0.0","0.0","Vitesse","Chelsea","Vitesse","Chelsea","0.0","0.0","Netherlands","Netherlands","Netherlands","Netherlands","1.0","1.0","1999-11-29","1992-12-01","1999-11-29","1992-12-01","0.0","0.0"
"WekaMatchingRule","real_314","prediction_626","0.9902176010626135","1","Pierre-Emerick Aubameyang","Pierre0Emerick Aubameyang","Pierre-Emerick Aubameyang","Pierre0Emerick Aubameyang","1.0","1.0","Pierre-Emerick Aubameyang","Pierre0Emerick Aubameyang","Pierre-Emerick Aubameyang","Pierre0Emerick Aubameyang","0.75","0.75","Arsenal","Arsenal","Arsenal","Arsenal","1.0","1.0","Gabon","Gabon","Gabon","Gabon","1.0","1.0","1989-06-18","1989-06-18","1989-06-18","1989-06-18","1.0","1.0"
"WekaMatchingRule","real_544","prediction_10194","0.13780977864927088",,"Benny","Bruno Jordão","Benny","Bruno Jordão","0.0","0.0","Benny","Bruno Jordão","Benny","Bruno Jordão","0.0","0.0","Belenenses SAD","Lazio","Belenenses SAD","Lazio","0.0","0.0","Portugal","Portugal","Portugal","Portugal","1.0","1.0","1997-01-04","1998-10-12","1997-01-04","1998-10-12","0.0","0.0"
"WekaMatchingRule","real_2887","prediction_9280","0.13780977864927088",,"Ander Barrenetxea","Pedro López","Ander Barrenetxea","Pedro López","0.0","0.0","Ander Barrenetxea","Pedro López","Ander Barrenetxea","Pedro López","0.0","0.0","Real Sociedad","Levante","Real Sociedad","Levante","0.0","0.0","Spain","Spain","Spain","Spain","1.0","1.0","2001-12-27","1983-11-01","2001-12-27","1983-11-01","0.0","0.0"
"WekaMatchingRule","real_1861","prediction_169","0.13780977864927088",,"Mauro Junior","Caju","Mauro Junior","Caju","0.0","0.0","Mauro Junior","Caju","Mauro Junior","Caju","0.0","0.0","Heracles Almelo","APOELNicosia","Heracles Almelo","APOELNicosia","0.0","0.0","Brazil","Brazil","Brazil","Brazil","1.0","1.0","1999-05-06","1995-07-17","1999-05-06","1995-07-17","0.0","0.0"
"WekaMatchingRule","real_3942","prediction_5458","0.13780977864927088",,"Walace","RaphaelRossi","Walace","RaphaelRossi","0.0","0.0","Walace","RaphaelRossi","Walace","RaphaelRossi","0.0","0.0","Udinese Calcio","FCSion","Udinese Calcio","FCSion","0.0","0.0","Brazil","Brazil","Brazil","Brazil","1.0","1.0","1995-04-04","1990-07-25","1995-04-04","1990-07-25","0.0","0.0"
"WekaMatchingRule","real_1894","prediction_1384","0.13780977864927088",,"Maurice Covic","Dennis Jastrzembski","Maurice Covic","Dennis Jastrzembski","0.0","0.0","Maurice Covic","Dennis Jastrzembski","Maurice Covic","Dennis Jastrzembski","0.0","0.0","Hertha BSC","HerthaBSC","Hertha BSC","HerthaBSC","0.0","0.0","Germany","Germany","Germany","Germany","1.0","1.0","1998-04-17","2000-02-20","1998-04-17","2000-02-20","0.0","0.0"
"WekaMatchingRule","real_1897","prediction_1380","0.13780977864927088",,"Niklas Stark","Pascal Köpke","Niklas Stark","Pascal Köpke","0.0","0.0","Niklas Stark","Pascal Köpke","Niklas Stark","Pascal Köpke","0.0","0.0","Hertha BSC","HerthaBSC","Hertha BSC","HerthaBSC","0.0","0.0","Germany","Germany","Germany","Germany","1.0","1.0","1995-04-14","1995-09-03","1995-04-14","1995-09-03","0.0","0.0"
"WekaMatchingRule","real_924","prediction_244","0.13780977864927088",,"Hugo Mallo","Didac Devesa","Hugo Mallo","Didac Devesa","0.0","0.0","Hugo Mallo","Didac Devesa","Hugo Mallo","Didac Devesa","0.0","0.0","Celta de Vigo","ErmisAradippou","Celta de Vigo","ErmisAradippou","0.0","0.0","Spain","Spain","Spain","Spain","1.0","1.0","1991-06-22","1990-12-30","1991-06-22","1990-12-30","0.0","0.0"
"WekaMatchingRule","real_3601","prediction_446","0.13780977864927088",,"Ezequiel Ponce","Federico Fernández","Ezequiel Ponce","Federico Fernández","0.0","0.0","Ezequiel Ponce","Federico Fernández","Ezequiel Ponce","Federico Fernández","0.0","0.0","Spartak Moscow","Newcastle","Spartak Moscow","Newcastle","0.0","0.0","Argentina","Argentina","Argentina","Argentina","1.0","1.0","1997-03-29","1989-02-21","1997-03-29","1989-02-21","0.0","0.0"
"WekaMatchingRule","real_2339","prediction_2148","0.9902176010626135","1","Duje Caleta-Car","Duje Caleta0Car","Duje Caleta-Car","Duje Caleta0Car","1.0","1.0","Duje Caleta-Car","Duje Caleta0Car","Duje Caleta-Car","Duje Caleta0Car","0.75","0.75","Marseille","Marseille","Marseille","Marseille","1.0","1.0","Croatia","Croatia","Croatia","Croatia","1.0","1.0","1996-09-17","1996-09-17","1996-09-17","1996-09-17","1.0","1.0"
"WekaMatchingRule","real_1778","prediction_9311","0.13780977864927088",,"Jose Antonio Martinez","Asier Riesgo","Jose Antonio Martinez","Asier Riesgo","0.0","0.0","Jose Antonio Martinez","Asier Riesgo","Jose Antonio Martinez","Asier Riesgo","0.0","0.0","Granada CF","SDEibar","Granada CF","SDEibar","0.0","0.0","Spain","Spain","Spain","Spain","1.0","1.0","1993-02-12","1983-10-06","1993-02-12","1983-10-06","0.0","0.0"
"WekaMatchingRule","real_203","prediction_9008","0.13780977864927088",,"Michiel Kramer","Myron Boadu","Michiel Kramer","Myron Boadu","0.0","0.0","Michiel Kramer","Myron Boadu","Michiel Kramer","Myron Boadu","0.0","0.0","ADO Den Haag","AZAlkmaar","ADO Den Haag","AZAlkmaar","0.0","0.0","Netherlands","Netherlands","Netherlands","Netherlands","1.0","1.0","1988-12-03","2001-01-14","1988-12-03","2001-01-14","0.0","0.0"
"WekaMatchingRule","real_3592","prediction_8455","0.13780977864927088",,"Tim Coremans","Hidde Jurjus","Tim Coremans","Hidde Jurjus","0.0","0.0","Tim Coremans","Hidde Jurjus","Tim Coremans","Hidde Jurjus","0.0","0.0","Sparta R.","DeGraafschap","Sparta R.","DeGraafschap","0.0","0.0","Netherlands","Netherlands","Netherlands","Netherlands","1.0","1.0","1991-04-10","1994-02-09","1991-04-10","1994-02-09","0.0","0.0"
"WekaMatchingRule","real_618","prediction_9425","0.13780977864927088",,"Ricardo Costa","Kévin Rodrigues","Ricardo Costa","Kévin Rodrigues","0.0","0.0","Ricardo Costa","Kévin Rodrigues","Ricardo Costa","Kévin Rodrigues","0.0","0.0","Boavista","RealSociedad","Boavista","RealSociedad","0.0","0.0","Portugal","Portugal","Portugal","Portugal","1.0","1.0","1981-05-16","1994-03-05","1981-05-16","1994-03-05","0.0","0.0"
"WekaMatchingRule","real_2745","prediction_5404","0.13780977864927088",,"Steven Bergwijn","Ricky vanWolfswinkel","Steven Bergwijn","Ricky vanWolfswinkel","0.0","0.0","Steven Bergwijn","Ricky vanWolfswinkel","Steven Bergwijn","Ricky vanWolfswinkel","0.0","0.0","PSV Eindhoven","FCBasel","PSV Eindhoven","FCBasel","0.0","0.0","Netherlands","Netherlands","Netherlands","Netherlands","1.0","1.0","1997-10-08","1989-01-27","1997-10-08","1989-01-27","0.0","0.0"
"WekaMatchingRule","real_3592","prediction_8454","0.13780977864927088",,"Tim Coremans","Nigel Bertrams","Tim Coremans","Nigel Bertrams","0.0","0.0","Tim Coremans","Nigel Bertrams","Tim Coremans","Nigel Bertrams","0.0","0.0","Sparta R.","DeGraafschap","Sparta R.","DeGraafschap","0.0","0.0","Netherlands","Netherlands","Netherlands","Netherlands","1.0","1.0","1991-04-10","1993-01-08","1991-04-10","1993-01-08","0.0","0.0"
"WekaMatchingRule","real_2454","prediction_9099","0.13780977864927088",,"Jetro Willems","Alexander Büttner","Jetro Willems","Alexander Büttner","0.0","0.0","Jetro Willems","Alexander Büttner","Jetro Willems","Alexander Büttner","0.0","0.0","Newcastle","Vitesse","Newcastle","Vitesse","0.0","0.0","Netherlands","Netherlands","Netherlands","Netherlands","1.0","1.0","1994-03-30","1989-02-11","1994-03-30","1989-02-11","0.0","0.0"
"WekaMatchingRule","real_1432","prediction_2135","0.13780977864927088",,"Renaud Cohade","Morgan Sanson","Renaud Cohade","Morgan Sanson","0.0","0.0","Renaud Cohade","Morgan Sanson","Renaud Cohade","Morgan Sanson","0.0","0.0","FC Metz","Marseille","FC Metz","Marseille","0.0","0.0","France","France","France","France","1.0","1.0","1984-09-29","1994-08-18","1984-09-29","1994-08-18","0.0","0.0"
"WekaMatchingRule","real_1432","prediction_2134","0.13780977864927088",,"Renaud Cohade","Maxime López","Renaud Cohade","Maxime López","0.0","0.0","Renaud Cohade","Maxime López","Renaud Cohade","Maxime López","0.0","0.0","FC Metz","Marseille","FC Metz","Marseille","0.0","0.0","France","France","France","France","1.0","1.0","1984-09-29","1997-12-04","1984-09-29","1997-12-04","0.0","0.0"
"WekaMatchingRule","real_249","prediction_7996","0.13780977864927088",,"Apti Akhyadov","Igor Gorbatenko","Apti Akhyadov","Igor Gorbatenko","0.0","0.0","Apti Akhyadov","Igor Gorbatenko","Apti Akhyadov","Igor Gorbatenko","0.0","0.0","Akhmat Grozny","ArsenalTula","Akhmat Grozny","ArsenalTula","0.0","0.0","Russia","Russia","Russia","Russia","1.0","1.0","1993-08-24","1989-02-13","1993-08-24","1989-02-13","0.0","0.0"
"WekaMatchingRule","real_408","prediction_2371","0.15769016527493218",,"Mario Pasalic","Ivan Delic","Mario Pasalic","Ivan Delic","0.0625","0.0625","Mario Pasalic","Ivan Delic","Mario Pasalic","Ivan Delic","0.0","0.0","Atalanta","HajdukSplit","Atalanta","HajdukSplit","0.0","0.0","Croatia","Croatia","Croatia","Croatia","1.0","1.0","1995-02-09","1998-09-29","1995-02-09","1998-09-29","0.0","0.0"
"WekaMatchingRule","real_3430","prediction_9511","0.13780977864927088",,"Munir El Haddadi","Vicente Iborra","Munir El Haddadi","Vicente Iborra","0.0","0.0","Munir El Haddadi","Vicente Iborra","Munir El Haddadi","Vicente Iborra","0.0","0.0","Sevilla FC","Villarreal","Sevilla FC","Villarreal","0.0","0.0","Spain","Spain","Spain","Spain","1.0","1.0","1995-09-01","1988-01-16","1995-09-01","1988-01-16","0.0","0.0"
"WekaMatchingRule","real_3476","prediction_1490","0.15645894126236032",,"Jhonny Lucas","LuísCarlos","Jhonny Lucas","LuísCarlos","0.058823529411764705","0.058823529411764705","Jhonny Lucas","LuísCarlos","Jhonny Lucas","LuísCarlos","0.0","0.0","Sint-Truiden","DoxaKatokopias","Sint-Truiden","DoxaKatokopias","0.0","0.0","Brazil","Brazil","Brazil","Brazil","1.0","1.0","2000-02-21","1987-06-15","2000-02-21","1987-06-15","0.0","0.0"
"WekaMatchingRule","real_2577","prediction_4010","0.13780977864927088",,"Djordje Despotovic","Vasilije Spasic","Djordje Despotovic","Vasilije Spasic","0.0","0.0","Djordje Despotovic","Vasilije Spasic","Djordje Despotovic","Vasilije Spasic","0.0","0.0","Orenburg","DinamoVranje","Orenburg","DinamoVranje","0.0","0.0","Serbia","Serbia","Serbia","Serbia","1.0","1.0","1992-03-04","1999-10-23","1992-03-04","1999-10-23","0.0","0.0"
"WekaMatchingRule","real_812","prediction_5050","0.13780977864927088",,"Tudor Baluta","Cristian Manea","Tudor Baluta","Cristian Manea","0.0","0.0","Tudor Baluta","Cristian Manea","Tudor Baluta","Cristian Manea","0.0","0.0","Brighton","CFRCluj","Brighton","CFRCluj","0.0","0.0","Romania","Romania","Romania","Romania","1.0","1.0","1999-03-27","1997-08-09","1999-03-27","1997-08-09","0.0","0.0"
"WekaMatchingRule","real_665","prediction_8004","0.13780977864927088",,"Mateu Morey","Víctor Álvarez","Mateu Morey","Víctor Álvarez","0.0","0.0","Mateu Morey","Víctor Álvarez","Mateu Morey","Víctor Álvarez","0.0","0.0","Bor. Dortmund","ArsenalTula","Bor. Dortmund","ArsenalTula","0.0","0.0","Spain","Spain","Spain","Spain","1.0","1.0","2000-03-02","1993-03-14","2000-03-02","1993-03-14","0.0","0.0"
"WekaMatchingRule","real_346","prediction_7835","0.13780977864927088",,"Vladislav Panteleev","Yuri Lodygin","Vladislav Panteleev","Yuri Lodygin","0.0","0.0","Vladislav Panteleev","Yuri Lodygin","Vladislav Panteleev","Yuri Lodygin","0.0","0.0","Arsenal Tula","Olympiacos","Arsenal Tula","Olympiacos","0.0","0.0","Russia","Russia","Russia","Russia","1.0","1.0","1996-08-15","1990-05-26","1996-08-15","1990-05-26","0.0","0.0"
"WekaMatchingRule","real_346","prediction_7836","0.13780977864927088",,"Vladislav Panteleev","Aleksandr Kutjin","Vladislav Panteleev","Aleksandr Kutjin","0.0","0.0","Vladislav Panteleev","Aleksandr Kutjin","Vladislav Panteleev","Aleksandr Kutjin","0.0","0.0","Arsenal Tula","Enisey","Arsenal Tula","Enisey","0.0","0.0","Russia","Russia","Russia","Russia","1.0","1.0","1996-08-15","1986-02-13","1996-08-15","1986-02-13","0.0","0.0"
"WekaMatchingRule","real_4029","prediction_6673","0.13780977864927088",,"Dani Parejo","Xavi Molina","Dani Parejo","Xavi Molina","0.0","0.0","Dani Parejo","Xavi Molina","Dani Parejo","Xavi Molina","0.0","0.0","Valencia","KASEupen","Valencia","KASEupen","0.0","0.0","Spain","Spain","Spain","Spain","1.0","1.0","1989-04-16","1986-07-19","1989-04-16","1986-07-19","0.0","0.0"
"WekaMatchingRule","real_3433","prediction_9510","0.13780977864927088",,"Oliver Torres","Javi Fuego","Oliver Torres","Javi Fuego","0.0","0.0","Oliver Torres","Javi Fuego","Oliver Torres","Javi Fuego","0.0","0.0","Sevilla FC","Villarreal","Sevilla FC","Villarreal","0.0","0.0","Spain","Spain","Spain","Spain","1.0","1.0","1994-11-10","1984-01-04","1994-11-10","1984-01-04","0.0","0.0"
"WekaMatchingRule","real_3440","prediction_5871",,"0","Billy Sharp","Andrii Zaporozhan","Billy Sharp","Andrii Zaporozhan","0.0","0.0","Billy Sharp","Andrii Zaporozhan","Billy Sharp","Andrii Zaporozhan","0.0","0.0","Sheffield Utd.","FKOleksandria","Sheffield Utd.","FKOleksandria","0.0","0.0","England","Ukraine","England","Ukraine","0.0","0.0","1986-02-05","1983-03-21","1986-02-05","1983-03-21","0.0","0.0"
"WekaMatchingRule","real_3436","prediction_9516","0.13780977864927088",,"Sergio Escudero","Álvaro González","Sergio Escudero","Álvaro González","0.0","0.0","Sergio Escudero","Álvaro González","Sergio Escudero","Álvaro González","0.0","0.0","Sevilla FC","Villarreal","Sevilla FC","Villarreal","0.0","0.0","Spain","Spain","Spain","Spain","1.0","1.0","1989-09-02","1990-01-08","1989-09-02","1990-01-08","0.0","0.0"
